celltype	emergence_time	key_TF	times_on_this_list	determined_score	edge	edge_weight	gene_ID	TF_family	avg_logFC_1	pct_1_1	pct_2_1	p_val_adj_1	avg_logFC_2	pct_1_2	pct_2_2	p_val_adj_2
Epiblast	4.5	Pou2f1	3	-0.00829694651515318	E4.5:Epiblast_E3.5:Inner cell mass	1	ENSMUSG00000026565	Pou	0.497844774637041	1	0.589	0.00180665882211291	0.583164301004053	1	0.591	0.0010224704076484
Epiblast	4.5	Rcor2	4	-0.248822411066283	E4.5:Epiblast_E3.5:Inner cell mass	1	ENSMUSG00000024968	MYB	0.415735212163394	0.913	0.522	0.00772780502064278	0.528055955948766	0.913	0.432	0.00177609086345932
Epiblast	4.5	Rarg	4	-0.3624042266917	E4.5:Epiblast_E3.5:Inner cell mass	1	ENSMUSG00000001288	THR-like	0.426438172974313	0.87	0.078	8.39837147701008e-11	0.45276914182407	0.87	0.023	2.22979136870827e-07
Epiblast	4.5	Zfp600	1	-0.5105355036169	E4.5:Epiblast_E3.5:Inner cell mass	1	ENSMUSG00000066007	zf-C2H2	0.384873695034043	1	0.944	0.0132011126604636	0.409864765656293	1	0.955	0.0181880795170217
Epiblast	4.5	Gbx2	6	-0.780527432290148	E4.5:Epiblast_E3.5:Inner cell mass	1	ENSMUSG00000034486	Homeobox	0.310986424978752	0.652	0.111	0.000212834235313589	0.329802696285697	0.652	0.068	0.00672459586944999
Epiblast	4.5	Hmga1-rs1	1	-0.781390415880624	E4.5:Epiblast_E3.5:Inner cell mass	1	ENSMUSG00000078249	HMGA	0.295733615981176	1	0.611	0.00042526333466656	0.344498575927745	1	0.318	4.84507505197196e-06
Epiblast	4.5	Bnc2	13	-0.811753326715577	E4.5:Epiblast_E3.5:Inner cell mass	1	ENSMUSG00000028487	zf-C2H2	0.305702420667697	0.609	0.056	2.87749444584722e-06	0.317295788295026	0.609	0.023	0.00145756486651581
Epiblast	4.5	Etv1	5	-0.836485442774354	E4.5:Epiblast_E3.5:Inner cell mass	1	ENSMUSG00000004151	ETS	0.294525480479058	0.826	0.111	9.24508464260422e-09	0.314351440533697	0.826	0	1.29594244544808e-07
Epiblast	4.5	Rex2	1	-0.933518467308719	E4.5:Epiblast_E3.5:Inner cell mass	1	ENSMUSG00000067919	zf-C2H2	0.273704534176288	1	0.767	3.70243432541139e-06	0.27986894027431	1	0.682	7.79054497922543e-05
Epiblast	4.5	Nfib	12	-1.04285858457602	E4.5:Epiblast_E3.5:Inner cell mass	1	ENSMUSG00000008575	CTF/NFI	0.231375963723211	0.609	0.067	4.52378906665685e-05	0.259798218276843	0.609	0.023	0.00145756486651581
Epiblast	4.5	Meis2	25	-1.10388748111034	E4.5:Epiblast_E3.5:Inner cell mass	1	ENSMUSG00000027210	Homeobox	0.233212927836863	0.652	0.011	3.26599118658239e-10	0.223242657271082	0.652	0.068	0.0277593279694661
Epiblast	4.5	Sall3	2	-1.12629277518948	E4.5:Epiblast_E3.5:Inner cell mass	1	ENSMUSG00000024565	zf-C2H2	0.221684912961734	0.696	0.011	1.025592159234e-11	0.221971871126848	0.696	0.023	5.79629489829291e-05
Hypoblast	4.5	Foxq1	2	1.15305774183232	E4.5:Hypoblast_E3.5:Inner cell mass	1	ENSMUSG00000038415	Fork_head	1.35376254370369	1	0.078	4.9422704352569e-22	1.1591807329675	1	0.391	4.39380556419461e-05
Hypoblast	4.5	Tfec	4	1.0774753621648	E4.5:Hypoblast_E3.5:Inner cell mass	1	ENSMUSG00000029553	bHLH	1.37164513311113	1	0.044	5.46905398726923e-23	1.09851750850308	1	0.304	7.77822980783528e-05
Hypoblast	4.5	Hnf1b	4	0.892041261289478	E4.5:Hypoblast_E3.5:Inner cell mass	1	ENSMUSG00000020679	Homeobox	1.24524394997309	1	0.033	1.99316743982725e-23	1.08194617866034	1	0.304	2.66047477333332e-05
Hypoblast	4.5	Gata4	6	0.862366073132218	E4.5:Hypoblast_E3.5:Inner cell mass	1	ENSMUSG00000021944	zf-GATA	1.1022146432759	1	0.244	4.19376284648421e-15	1.17467967579543	1	0.304	5.73995392865793e-06
Hypoblast	4.5	Id1	9	0.843523010531606	E4.5:Hypoblast_E3.5:Inner cell mass	1	ENSMUSG00000042745	bHLH	1.1191031519208	0.932	0.278	1.46875189484671e-09	1.14990084698255	0.932	0.348	0.0136090483180792
Hypoblast	4.5	Sox7	2	0.75080198347263	E4.5:Hypoblast_E3.5:Inner cell mass	1	ENSMUSG00000063060	HMG	1.19594207409717	0.955	0.011	1.20079826841028e-22	1.03283750538747	0.955	0.348	7.39624724827528e-05
Hypoblast	4.5	Xbp1	6	0.116487096727084	E4.5:Hypoblast_E3.5:Inner cell mass	1	ENSMUSG00000020484	TF_bZIP	1.05696476724212	1	0.778	1.61878252295349e-12	0.748251721003402	1	0.826	0.0238314291882113
Hypoblast	4.5	Creb3l2	8	-0.576411718926048	E4.5:Hypoblast_E3.5:Inner cell mass	1	ENSMUSG00000038648	TF_bZIP	0.620505783854272	0.909	0.311	9.60451772599381e-08	0.658480060410574	0.909	0.217	0.0113209971253994
Hypoblast	4.5	Hesx1	8	-0.584136453115498	E4.5:Hypoblast_E3.5:Inner cell mass	1	ENSMUSG00000040726	Homeobox	0.4595182239614	0.932	0.622	0.0111085380830644	0.778746267775686	0.932	0.13	0.000125791462213235
Hypoblast	4.5	Runx1	4	-0.713608197722792	E4.5:Hypoblast_E3.5:Inner cell mass	1	ENSMUSG00000022952	Runt	0.602323642196275	0.955	0.178	3.34721166656566e-16	0.587701062974625	0.955	0.217	5.1700423195276e-05
Hypoblast	4.5	Nfxl1	1	-1.07097818175627	E4.5:Hypoblast_E3.5:Inner cell mass	1	ENSMUSG00000072889	zf-NF-X1	0.395800488297325	0.909	0.411	6.63342975437904e-05	0.526964345331589	0.909	0.261	0.00263847042940759
Hypoblast	4.5	Zfp37	1	-1.27121738281014	E4.5:Hypoblast_E3.5:Inner cell mass	1	ENSMUSG00000028389	zf-C2H2	0.42039624440838	0.886	0.2	7.06304699868067e-12	0.383944749970489	0.886	0.348	0.0397974871872824
Hypoblast	4.5	Meis3	2	-1.47940059481938	E4.5:Hypoblast_E3.5:Inner cell mass	1	ENSMUSG00000041420	Homeobox	0.330331044948483	0.795	0.033	4.72923919782823e-15	0.325071633670967	0.795	0.13	0.00973753786286382
Parietal endoderm	5.25	Myc	3	1.28839875475424	E5.25:Parietal endoderm_E4.5:Hypoblast	0.930434782608696	ENSMUSG00000022346	bHLH	0.871489477960548	0.926	0.136	2.04259453091686e-07	0.647665707597203	0.926	0.575	0.000146142515443214
Parietal endoderm	5.25	Hand1	10	0.140839558993471	E5.25:Parietal endoderm_E4.5:Hypoblast	0.930434782608696	ENSMUSG00000037335	bHLH	0.54935649122746	0.926	0	7.52340916300476e-10	0.352693555335924	0.926	0.425	0.014452375550883
Parietal endoderm	5.25	Tfap2c	5	-0.340925321973392	E5.25:Parietal endoderm_E4.5:Hypoblast	0.930434782608696	ENSMUSG00000028640	AP-2	0.399438854896134	0.889	0	3.82310834522484e-09	0.239684323833104	0.889	0.525	0.0465432852707469
Parietal endoderm	5.25	Gli3	7	-1.08831299177432	E5.25:Parietal endoderm_E4.5:Hypoblast	0.930434782608696	ENSMUSG00000021318	zf-C2H2	0.115964476275353	0.519	0	0.00497455010611389	0.101898431458817	0.519	0.125	0.0285975513549078
Visceral endoderm	5.25	Creb3l3	1	1.57219421325746	E5.25:Visceral endoderm_E4.5:Hypoblast	1	ENSMUSG00000035041	TF_bZIP	1.09249416220796	0.958	0.136	4.32801919347331e-15	0.830076081237247	0.958	0.63	0.00724841533620309
Visceral endoderm	5.25	Zic3	5	1.51858053305991	E5.25:Visceral endoderm_E4.5:Hypoblast	1	ENSMUSG00000067860	zf-C2H2	1.21224389644018	0.958	0	5.68125625665183e-17	0.726468144363233	0.958	0.815	0.00032753847506971
Visceral endoderm	5.25	Lhx1	6	0.957285659597438	E5.25:Visceral endoderm_E4.5:Hypoblast	1	ENSMUSG00000018698	Homeobox	0.779299780049078	0.908	0.386	1.00463351238192e-07	0.76441208764712	0.908	0.407	0.000251789318039818
Visceral endoderm	5.25	Arid3c	1	0.73783667454916	E5.25:Visceral endoderm_E4.5:Hypoblast	1	ENSMUSG00000066224	ARID	0.785134620220936	0.942	0.091	2.0377373050671e-15	0.662696849682591	0.942	0.519	1.91467534284694e-06
Visceral endoderm	5.25	Srebf2	3	0.561131547470468	E5.25:Visceral endoderm_E4.5:Hypoblast	1	ENSMUSG00000022463	bHLH	0.820019027025526	1	0.932	8.20200668653276e-14	0.560701351722138	1	1	2.93120216217466e-05
Visceral endoderm	5.25	Hnf4a	2	0.018557302057878	E5.25:Visceral endoderm_E4.5:Hypoblast	1	ENSMUSG00000017950	RXR-like	0.510327579965564	0.992	0.773	4.64441834744089e-07	0.524952781418205	0.992	0.889	0.000392619643843184
Visceral endoderm	5.25	Hmg20b	3	-0.232340667612677	E5.25:Visceral endoderm_E4.5:Hypoblast	1	ENSMUSG00000020232	HMG	0.587534730104408	1	0.932	5.91548846148458e-13	0.361711264282516	1	1	0.000279913716065517
Visceral endoderm	5.25	Stat6	1	-0.481820542346274	E5.25:Visceral endoderm_E4.5:Hypoblast	1	ENSMUSG00000002147	STAT	0.391030907980748	0.992	0.614	1.39874972902527e-06	0.381286831274567	0.992	0.815	0.000643442592374388
Visceral endoderm	5.25	Tfcp2l1	1	-0.717427817744492	E5.25:Visceral endoderm_E4.5:Hypoblast	1	ENSMUSG00000026380	CP2	0.254063389316153	0.975	0.455	0.000766536336397629	0.36741888856601	0.975	0.704	0.000331817381685547
Visceral endoderm	5.25	Prdm6	7	-0.733818701636438	E5.25:Visceral endoderm_E4.5:Hypoblast	1	ENSMUSG00000069378	zf-C2H2	0.346947897596086	0.967	0.455	6.58430837759969e-09	0.298286845075151	0.967	0.519	0.000264695600699734
Visceral endoderm	5.25	Zfp280b	1	-0.744196331900941	E5.25:Visceral endoderm_E4.5:Hypoblast	1	ENSMUSG00000049764	Others	0.337598366908775	1	0.773	0.000127965107411762	0.299883588686692	1	1	0.00934996358073921
Visceral endoderm	5.25	Mlxipl	1	-1.14144209298648	E5.25:Visceral endoderm_E4.5:Hypoblast	1	ENSMUSG00000005373	bHLH	0.226773607142827	0.767	0	1.31516925691879e-10	0.196555468090254	0.767	0.259	0.0109953517405874
Visceral endoderm	5.25	Nfia	17	-1.314539775765	E5.25:Visceral endoderm_E4.5:Hypoblast	1	ENSMUSG00000028565	CTF/NFI	0.180873231120065	0.883	0	2.72848020923396e-14	0.149939385284679	0.883	0.481	0.00311159987177827
Embryonic visceral endoderm	5.5	Lhx1	6	0.707106781186547	E5.5:Embryonic visceral endoderm_E5.25:Visceral endoderm	0.925	ENSMUSG00000018698	Homeobox	0.648510245090025	1	0.908	0.00891567691565375	1.02828207039847	1	0.836	6.01714055124379e-07
Embryonic visceral endoderm	5.5	Eomes	2	-0.707106781186547	E5.5:Embryonic visceral endoderm_E5.25:Visceral endoderm	0.925	ENSMUSG00000032446	T-box	0.498871729840328	1	0.975	0.000316204370919306	0.571875945200334	1	0.964	0.000262339343688081
Extraembryonic visceral endoderm	5.5	Klf5	9	NA	E5.5:Extraembryonic visceral endoderm_E5.25:Visceral endoderm	0.865116279069767	ENSMUSG00000005148	zf-C2H2	0.288439841878325	0.982	0.958	0.000756832749195969	0.383209998443654	0.982	0.9	0.0225168791077942
Primitive streak and adjacent ectoderm	6.5	Hes1	6	3.44649935537326	E6.5:Primitive streak and adjacent ectoderm_E6.25:Epiblast	0.986587183308495	ENSMUSG00000022528	bHLH	0.312839701787114	0.783	0.881	0.0132632327968638	0.355247103612275	0.783	0.513	8.21367350443253e-57
Primitive streak and adjacent ectoderm	6.5	Hand1	10	1.38360577777041	E6.5:Primitive streak and adjacent ectoderm_E6.25:Epiblast	0.986587183308495	ENSMUSG00000037335	bHLH	0.103019900033787	0.16	0.364	0.00388184618979938	0.239443598034262	0.16	0.022	2.3037146200287e-44
Primitive streak and adjacent ectoderm	6.5	Zfp36l1	11	0.0873280979486659	E6.5:Primitive streak and adjacent ectoderm_E6.25:Epiblast	0.986587183308495	ENSMUSG00000021127	zf-CCCH	0.0212626558439275	0.371	0.881	6.22414045095083e-06	0.101613912593403	0.371	0.202	8.35390581470354e-20
Primitive streak and adjacent ectoderm	6.5	Zbed6	1	-0.00757139783381702	E6.5:Primitive streak and adjacent ectoderm_E6.25:Epiblast	0.986587183308495	ENSMUSG00000102049	zf-BED	0.0669870055701368	0.186	0.566	1.08332394322834e-12	0.0243570150624991	0.186	0.081	8.26894786173017e-12
Primitive streak and adjacent ectoderm	6.5	Zfp932	1	-0.0752955519481393	E6.5:Primitive streak and adjacent ectoderm_E6.25:Epiblast	0.986587183308495	ENSMUSG00000066613	zf-C2H2	0.070704478069186	0.369	0.769	0.00178840741196791	0.00677921262223993	0.369	0.236	1.86748777975083e-05
Primitive streak and adjacent ectoderm	6.5	Foxo4	4	-0.108054271296203	E6.5:Primitive streak and adjacent ectoderm_E6.25:Epiblast	0.986587183308495	ENSMUSG00000042903	Fork_head	0.0493607456683385	0.303	0.713	1.94406321860568e-06	0.0283360276891078	0.303	0.154	3.28760432713223e-14
Primitive streak and adjacent ectoderm	6.5	Zfp617	1	-0.200147845198764	E6.5:Primitive streak and adjacent ectoderm_E6.25:Epiblast	0.986587183308495	ENSMUSG00000066880	zf-C2H2	0.0511027712564124	0.332	0.706	0.0124919845346872	0.00873659798927845	0.332	0.206	1.95281685716815e-06
Primitive streak and adjacent ectoderm	6.5	Pbx2	1	-0.263150352146166	E6.5:Primitive streak and adjacent ectoderm_E6.25:Epiblast	0.986587183308495	ENSMUSG00000034673	Homeobox	0.0457701102058065	0.32	0.671	0.00020448312323343	0.0038029933644199	0.32	0.219	0.0275860289261674
Primitive streak and adjacent ectoderm	6.5	Etv1	5	-0.297616398875581	E6.5:Primitive streak and adjacent ectoderm_E6.25:Epiblast	0.986587183308495	ENSMUSG00000004151	ETS	0.0303657194946984	0.352	0.839	3.66404238133335e-07	0.017323709401861	0.352	0.215	6.78409931712992e-08
Primitive streak and adjacent ectoderm	6.5	Tead1	10	-0.313368464947668	E6.5:Primitive streak and adjacent ectoderm_E6.25:Epiblast	0.986587183308495	ENSMUSG00000055320	TEA	0.00217542140173972	0.272	0.594	3.65851716770281e-05	0.0509751395999439	0.272	0.117	9.03972156123227e-21
Primitive streak and adjacent ectoderm	6.5	Gpbp1l1	2	-0.339494680985399	E6.5:Primitive streak and adjacent ectoderm_E6.25:Epiblast	0.986587183308495	ENSMUSG00000034042	Others	0.0280733596365401	0.407	0.979	7.97292718452658e-10	0.0124176675126214	0.407	0.27	0.00012753233293849
Primitive streak and adjacent ectoderm	6.5	Erf	1	-0.371641278354259	E6.5:Primitive streak and adjacent ectoderm_E6.25:Epiblast	0.986587183308495	ENSMUSG00000040857	ETS	0.0267744593364518	0.208	0.462	0.00635325332688759	0.00805320461467667	0.208	0.119	0.000117258815413444
Primitive streak and adjacent ectoderm	6.5	Thap2	1	-0.399499345633705	E6.5:Primitive streak and adjacent ectoderm_E6.25:Epiblast	0.986587183308495	ENSMUSG00000020137	THAP	0.00912273478720585	0.358	0.797	7.21843034064649e-07	0.0257369711273155	0.358	0.219	1.14264702041031e-07
Primitive streak and adjacent ectoderm	6.5	Zfp369	1	-0.484104654063803	E6.5:Primitive streak and adjacent ectoderm_E6.25:Epiblast	0.986587183308495	ENSMUSG00000021514	zf-C2H2	0.00960835776466015	0.223	0.531	4.33604317778311e-07	0.0091791721317853	0.223	0.114	3.99040724689285e-09
Primitive streak and adjacent ectoderm	6.5	Zfp945	1	-0.494310775322139	E6.5:Primitive streak and adjacent ectoderm_E6.25:Epiblast	0.986587183308495	ENSMUSG00000059142	zf-C2H2	0.00152524389532158	0.335	0.706	6.66070238701415e-05	0.0177571303990245	0.335	0.218	0.00019212562075291
Primitive streak and adjacent ectoderm	6.5	Zfp960	1	-0.499146380046823	E6.5:Primitive streak and adjacent ectoderm_E6.25:Epiblast	0.986587183308495	ENSMUSG00000096696	zf-C2H2	0.00144894878135646	0.217	0.657	1.01934864132116e-20	0.0169459247468413	0.217	0.093	1.95328837438208e-15
Primitive streak and adjacent ectoderm	6.5	2010315B03Rik	1	-0.507518238343193	E6.5:Primitive streak and adjacent ectoderm_E6.25:Epiblast	0.986587183308495	ENSMUSG00000074829	zf-C2H2	0.00516899625879402	0.102	0.259	0.0397061176589458	0.0105378945055833	0.102	0.045	9.2092809907693e-05
Primitive streak and adjacent ectoderm	6.5	Zic2	3	-0.55651359609668	E6.5:Primitive streak and adjacent ectoderm_E6.25:Epiblast	0.986587183308495	ENSMUSG00000061524	zf-C2H2	0.00185407910615454	0.381	0.979	1.3465834760739e-19	0.0056202713196627	0.381	0.25	0.000165503324835421
Nascent mesoderm	6.75	Mesp1	2	3.0099868235986	E6.75:Nascent mesoderm_E6.5:Primitive streak and adjacent ectoderm	1	ENSMUSG00000030544	bHLH	1.75326303207511	0.956	0.22	8.88931672934752e-92	1.79777462858929	0.956	0.185	8.80396370775293e-70
Nascent mesoderm	6.75	Hand1	10	0.655239191912703	E6.75:Nascent mesoderm_E6.5:Primitive streak and adjacent ectoderm	1	ENSMUSG00000037335	bHLH	0.735360095975828	0.465	0.16	1.38194799648167e-18	0.927231680997657	0.465	0.034	1.04416386247139e-31
Nascent mesoderm	6.75	Lhx1	6	0.109677995769855	E6.75:Nascent mesoderm_E6.5:Primitive streak and adjacent ectoderm	1	ENSMUSG00000018698	Homeobox	0.545033774792503	0.56	0.216	4.99506671215188e-18	0.682508315662735	0.56	0.116	2.16274442795221e-24
Nascent mesoderm	6.75	Id1	9	0.0623600240311583	E6.75:Nascent mesoderm_E6.5:Primitive streak and adjacent ectoderm	1	ENSMUSG00000042745	bHLH	0.623990022703621	0.937	0.653	1.82619783734271e-21	0.571013338536752	0.937	0.538	5.13679354046432e-18
Nascent mesoderm	6.75	Gata6	5	-0.130634899658106	E6.75:Nascent mesoderm_E6.5:Primitive streak and adjacent ectoderm	1	ENSMUSG00000005836	zf-GATA	0.509095157797513	0.491	0.178	9.74175127474038e-21	0.529419145682076	0.491	0.055	5.31560287547529e-29
Nascent mesoderm	6.75	Hmga2	15	-0.1922621936946	E6.75:Nascent mesoderm_E6.5:Primitive streak and adjacent ectoderm	1	ENSMUSG00000056758	HMGA	0.496192308716352	0.692	0.532	7.72835696258087e-13	0.49364597627284	0.692	0.391	5.16288235074016e-12
Nascent mesoderm	6.75	Sp5	8	-0.352578647716119	E6.75:Nascent mesoderm_E6.5:Primitive streak and adjacent ectoderm	1	ENSMUSG00000075304	zf-C2H2	0.56210692888319	0.572	0.267	5.32904525443163e-15	0.306518994488657	0.572	0.377	0.0384767089863188
Nascent mesoderm	6.75	Mesp2	1	-0.363970352380305	E6.75:Nascent mesoderm_E6.5:Primitive streak and adjacent ectoderm	1	ENSMUSG00000030543	bHLH	0.352662547103816	0.371	0.146	4.26953691546917e-09	0.49569937362173	0.371	0.04	7.18669502193931e-21
Nascent mesoderm	6.75	T	6	-0.396136100625275	E6.75:Nascent mesoderm_E6.5:Primitive streak and adjacent ectoderm	1	ENSMUSG00000062327	T-box	0.437227330394801	0.579	0.359	4.17728789390692e-07	0.390696323528554	0.579	0.391	0.00724445304592815
Nascent mesoderm	6.75	Peg3	22	-0.498761934693015	E6.75:Nascent mesoderm_E6.5:Primitive streak and adjacent ectoderm	1	ENSMUSG00000002265	zf-C2H2	0.196500659775936	0.748	0.479	7.16974701078505e-08	0.538435393931229	0.748	0.404	1.13777498747716e-14
Nascent mesoderm	6.75	Smad1	6	-0.587978835243917	E6.75:Nascent mesoderm_E6.5:Primitive streak and adjacent ectoderm	1	ENSMUSG00000031681	MH1	0.26756124821359	0.553	0.434	0.026830604166953	0.401790112230891	0.553	0.28	5.04892412752881e-08
Nascent mesoderm	6.75	Msx2	8	-0.613847249843512	E6.75:Nascent mesoderm_E6.5:Primitive streak and adjacent ectoderm	1	ENSMUSG00000021469	Homeobox	0.296855462839422	0.403	0.248	0.00497753858344144	0.353952478789806	0.403	0.124	1.46806725313758e-09
Nascent mesoderm	6.75	Snai1	3	-0.701093821457472	E6.75:Nascent mesoderm_E6.5:Primitive streak and adjacent ectoderm	1	ENSMUSG00000042821	zf-C2H2	0.0732603102185355	0.56	0.329	0.000130766422868485	0.497464210692678	0.56	0.211	2.27593605697393e-13
Anterior primitive streak	7	Sox17	4	3.98370176109639	E7:Anterior primitive streak_E6.75:Primitive streak and adjacent ectoderm	0.9276864069649	ENSMUSG00000025902	HMG	1.5464495193457	0.581	0.034	3.15225953412936e-60	1.70114406314402	0.581	0.029	0
Anterior primitive streak	7	Lhx1	6	2.78337312545876	E7:Anterior primitive streak_E6.75:Primitive streak and adjacent ectoderm	0.9276864069649	ENSMUSG00000018698	Homeobox	1.18852695358489	0.872	0.116	2.56032571201664e-107	1.26473295290124	0.872	0.099	0
Anterior primitive streak	7	Hhex	2	1.60731354123331	E7:Anterior primitive streak_E6.75:Primitive streak and adjacent ectoderm	0.9276864069649	ENSMUSG00000024986	Homeobox	0.81499804204681	0.714	0.029	5.97178474416403e-84	0.862303404354544	0.714	0.032	0
Anterior primitive streak	7	Gsc	1	1.5600981837148	E7:Anterior primitive streak_E6.75:Primitive streak and adjacent ectoderm	0.9276864069649	ENSMUSG00000021095	Homeobox	0.762143567580397	0.868	0.372	2.13764604031162e-64	0.887841860743438	0.868	0.341	4.24650373793702e-230
Anterior primitive streak	7	Sp5	8	1.40207714737559	E7:Anterior primitive streak_E6.75:Primitive streak and adjacent ectoderm	0.9276864069649	ENSMUSG00000075304	zf-C2H2	0.777648812886994	0.84	0.377	5.02012638126321e-52	0.76141783456823	0.84	0.401	2.65000434195238e-141
Anterior primitive streak	7	Foxa2	5	1.2590195943668	E7:Anterior primitive streak_E6.75:Primitive streak and adjacent ectoderm	0.9276864069649	ENSMUSG00000037025	Fork_head	0.685774564722041	0.797	0.245	1.92618143851387e-52	0.763609242061761	0.797	0.239	3.81804117184997e-202
Anterior primitive streak	7	Gata6	5	0.804106107487538	E7:Anterior primitive streak_E6.75:Primitive streak and adjacent ectoderm	0.9276864069649	ENSMUSG00000005836	zf-GATA	0.561074835809557	0.608	0.055	2.30078308433483e-59	0.586154230797929	0.608	0.055	0
Anterior primitive streak	7	Otx2	9	0.537264422693877	E7:Anterior primitive streak_E6.75:Primitive streak and adjacent ectoderm	0.9276864069649	ENSMUSG00000021848	TF_Otx	0.482211356427889	0.843	0.443	6.35368605841284e-36	0.488360152745929	0.843	0.606	4.542851450434e-96
Anterior primitive streak	7	Mixl1	1	0.484895200634767	E7:Anterior primitive streak_E6.75:Primitive streak and adjacent ectoderm	0.9276864069649	ENSMUSG00000026497	Homeobox	0.414809582094641	0.787	0.499	5.78889237497539e-17	0.526353710639203	0.787	0.419	6.41172235566696e-81
Anterior primitive streak	7	Hmga2	15	0.295951254972008	E7:Anterior primitive streak_E6.75:Primitive streak and adjacent ectoderm	0.9276864069649	ENSMUSG00000056758	HMGA	0.384554256055181	0.803	0.391	4.60632039656313e-28	0.428929426039977	0.803	0.473	3.14760066639304e-96
Anterior primitive streak	7	Hes1	6	0.167837500709054	E7:Anterior primitive streak_E6.75:Primitive streak and adjacent ectoderm	0.9276864069649	ENSMUSG00000022528	bHLH	0.314510519537186	0.887	0.739	6.3009537175272e-13	0.417418909561503	0.887	0.766	1.56934775537612e-61
Anterior primitive streak	7	Hmgb3	7	0.0443276239655493	E7:Anterior primitive streak_E6.75:Primitive streak and adjacent ectoderm	0.9276864069649	ENSMUSG00000015217	HMG	0.375514837278335	0.987	0.873	1.02962671825127e-31	0.264766140608058	0.987	0.954	2.1183407711588e-45
Anterior primitive streak	7	Foxj1	2	0.0265783157807317	E7:Anterior primitive streak_E6.75:Primitive streak and adjacent ectoderm	0.9276864069649	ENSMUSG00000034227	Fork_head	0.326612414645752	0.206	0.04	4.7263043547147e-09	0.306341998201931	0.206	0.074	5.79046232832127e-25
Anterior primitive streak	7	T	6	-0.134065188043601	E7:Anterior primitive streak_E6.75:Primitive streak and adjacent ectoderm	0.9276864069649	ENSMUSG00000062327	T-box	0.245516136225168	0.631	0.391	2.32813627396041e-05	0.284494089838418	0.631	0.372	9.50630623212076e-32
Anterior primitive streak	7	Irx3	6	-0.144482932541464	E7:Anterior primitive streak_E6.75:Primitive streak and adjacent ectoderm	0.9276864069649	ENSMUSG00000031734	Homeobox	0.26087094343312	0.341	0.045	6.34351744850931e-22	0.260374395748558	0.341	0.068	3.52218879239346e-98
Anterior primitive streak	7	Myc	3	-0.268499220501211	E7:Anterior primitive streak_E6.75:Primitive streak and adjacent ectoderm	0.9276864069649	ENSMUSG00000022346	bHLH	0.227070777247933	0.512	0.206	2.1215322934988e-13	0.211782868888094	0.512	0.321	8.07328773645834e-25
Anterior primitive streak	7	Xbp1	6	-0.288039483739923	E7:Anterior primitive streak_E6.75:Primitive streak and adjacent ectoderm	0.9276864069649	ENSMUSG00000020484	TF_bZIP	0.251588381011533	0.655	0.277	3.34249422809115e-18	0.171259241436355	0.655	0.512	1.07533596907299e-15
