celltype	emergence_time	key_TF	times_on_this_list	determined_score	edge	edge_weight	TF_family	avg_logFC_1	pct_1_1	pct_2_1	p_val_adj_1	avg_logFC_2	pct_1_2	pct_2_2	p_val_adj_2
ectoderm	hpfS10	znf219	4	0.943782407189848	S10:ectoderm_S8:blastula	0.999511429055095	zf-C2H2	0.594162788158145	0.318	0.047	1.42662253693245e-69	0.454697191074831	0.318	0.066	2.15365804452361e-104
ectoderm	hpfS10	ybx1	4	0.853235334414082	S10:ectoderm_S8:blastula	0.999511429055095	CSD	0.638649642352278	0.982	0.718	2.35966793309129e-164	0.364193070346716	0.982	0.884	7.30295849683697e-125
ectoderm	hpfS10	id3	4	0.839253007243068	S10:ectoderm_S8:blastula	0.999511429055095	bHLH	0.831860488374316	0.94	0.483	7.60803065377509e-185	0.179575628065214	0.94	0.743	4.31288181841889e-54
ectoderm	hpfS10	hes4	9	0.762090810192594	S10:ectoderm_S8:blastula	0.999511429055095	bHLH	0.607112588563768	0.33	0.061	1.07694061879578e-65	0.342979409713329	0.33	0.119	7.55582045279697e-61
ectoderm	hpfS10	klf17	6	0.717095366358202	S10:ectoderm_S8:blastula	0.999511429055095	zf-C2H2	0.170351896819162	0.32	0.158	3.56946209168117e-19	0.718212790146967	0.32	0.033	3.75185995494657e-148
ectoderm	hpfS10	khsrp	1	0.646860105391127	S10:ectoderm_S8:blastula	0.999511429055095	Others	0.498745006188093	0.786	0.371	6.70636999054322e-101	0.378885296124086	0.786	0.458	2.64223030812636e-88
ectoderm	hpfS10	sfpq	2	0.643452209180609	S10:ectoderm_S8:blastula	0.999511429055095	Others	0.805955701511086	0.864	0.386	2.31533476599627e-178	0.0956843804359413	0.864	0.676	1.24362441085684e-14
ectoderm	hpfS10	znf326	1	0.553311959807229	S10:ectoderm_S8:blastula	0.999511429055095	Others	0.668589552408265	0.897	0.488	8.27109207104018e-132	0.171935573083944	0.897	0.72	1.48688899622608e-29
ectoderm	hpfS10	myt1	6	0.500094297950009	S10:ectoderm_S8:blastula	0.999511429055095	zf-C2HC	0.426106325314555	0.236	0.035	1.14262057544462e-47	0.364740553786162	0.236	0.043	1.05069915575102e-78
ectoderm	hpfS10	neurog1	2	0.486349229598597	S10:ectoderm_S8:blastula	0.999511429055095	bHLH	0.421945403340716	0.175	0.017	5.81916614660155e-37	0.360996525443255	0.175	0.033	5.46625602777271e-55
ectoderm	hpfS10	tead4	1	0.440752929950111	S10:ectoderm_S8:blastula	0.999511429055095	TEA	0.473567816986356	0.307	0.048	1.21211860299429e-63	0.288663292184634	0.307	0.099	1.62671217886347e-64
ectoderm	hpfS10	prdm1	3	0.354446606978216	S10:ectoderm_S8:blastula	0.999511429055095	zf-C2H2	0.404465679778408	0.367	0.123	2.23757289804066e-45	0.304508932437826	0.367	0.129	4.19801702275701e-72
ectoderm	hpfS10	pbx2	3	0.311695823665304	S10:ectoderm_S8:blastula	0.999511429055095	Homeobox	0.368517608641661	0.474	0.179	1.59200746344146e-55	0.313932206296444	0.474	0.216	1.69608390382234e-66
ectoderm	hpfS10	sub1	2	0.3102460795774	S10:ectoderm_S8:blastula	0.999511429055095	PC4	0.429991932209395	0.795	0.412	1.25997926270626e-77	0.256840361284125	0.795	0.516	5.79258969718855e-56
ectoderm	hpfS10	nfyb	1	0.294648276995516	S10:ectoderm_S8:blastula	0.999511429055095	NF-YB	0.375806658302113	0.633	0.279	3.33840441415006e-65	0.297887811045513	0.633	0.352	3.527461084841e-64
ectoderm	hpfS10	zfat	2	0.256675833175459	S10:ectoderm_S8:blastula	0.999511429055095	zf-C2H2	0.477287850950625	0.683	0.263	2.82193508212923e-101	0.184086573040382	0.683	0.437	3.04899213547738e-33
ectoderm	hpfS10	atf4	7	0.242570992342253	S10:ectoderm_S8:blastula	0.999511429055095	TF_bZIP	0.491396208227592	0.373	0.085	6.81811419538563e-68	0.16341473549449	0.373	0.172	9.07527230578233e-43
ectoderm	hpfS10	hmgb1	2	0.218133755161578	S10:ectoderm_S8:blastula	0.999511429055095	HMG	0.527709978647712	0.937	0.614	3.42433847023219e-104	0.1167295516773	0.937	0.817	6.05671013427006e-18
ectoderm	hpfS10	tox3	5	0.203891143495181	S10:ectoderm_S8:blastula	0.999511429055095	HMG	0.468444251710571	0.327	0.073	5.88803880777847e-57	0.16317424433403	0.327	0.157	2.16608985689188e-32
ectoderm	hpfS10	dlx5	6	0.182157230394724	S10:ectoderm_S8:blastula	0.999511429055095	Homeobox	0.303504673506598	0.158	0.016	1.70578830126426e-32	0.302272395613897	0.158	0.02	1.3102751422707e-59
ectoderm	hpfS10	ubtf	3	0.153899631338924	S10:ectoderm_S8:blastula	0.999511429055095	HMG	0.465858618424492	0.64	0.248	1.497678858217e-89	0.138066339603022	0.64	0.371	4.23863058856842e-38
ectoderm	hpfS10	klf5	3	0.0842163629219365	S10:ectoderm_S8:blastula	0.999511429055095	zf-C2H2	0.0541152765905575	0.231	0.141	0.000104218921919718	0.476821498252481	0.231	0.036	3.69658432681604e-85
ectoderm	hpfS10	ctcf	2	0.0617553735830471	S10:ectoderm_S8:blastula	0.999511429055095	zf-C2H2	0.378705397317825	0.917	0.601	8.34357354132354e-67	0.16723367220429	0.917	0.755	1.92230459561114e-28
ectoderm	hpfS10	smarcc1	1	0.0166654591161797	S10:ectoderm_S8:blastula	0.999511429055095	MYB	0.269635715743544	0.691	0.337	3.9624712047529e-59	0.24233239011051	0.691	0.408	1.56475742074756e-56
ectoderm	hpfS10	yy1	1	0.0138209932324287	S10:ectoderm_S8:blastula	0.999511429055095	zf-C2H2	0.186877649974502	0.807	0.49	2.81429042734632e-36	0.316554673637388	0.807	0.521	1.88345024240428e-72
ectoderm	hpfS10	gatad2a	1	-0.010695607554788	S10:ectoderm_S8:blastula	0.999511429055095	zf-GATA	0.183564502826123	0.615	0.31	2.49811076507035e-41	0.306114184279081	0.615	0.312	1.04648586953016e-72
ectoderm	hpfS10	zbtb10	1	-0.0244111287545171	S10:ectoderm_S8:blastula	0.999511429055095	ZBTB	0.225429102577603	0.782	0.46	2.07903838760568e-40	0.260238566130019	0.782	0.5	1.71730460557824e-57
ectoderm	hpfS10	zic4	1	-0.118251907749119	S10:ectoderm_S8:blastula	0.999511429055095	zf-C2H2	0.243119551778066	0.146	0.024	2.65232642413967e-24	0.192462983878259	0.146	0.033	4.49987474300914e-39
ectoderm	hpfS10	mybl2	2	-0.131128450234858	S10:ectoderm_S8:blastula	0.999511429055095	MYB	0.166912235051533	0.679	0.386	4.47529730692684e-31	0.255172723267777	0.679	0.394	5.91557979824599e-57
ectoderm	hpfS10	znf608	2	-0.141844340688159	S10:ectoderm_S8:blastula	0.999511429055095	Others	0.378223637459386	0.273	0.058	1.07617356590138e-45	0.0557749703496583	0.273	0.155	3.30576152735727e-15
ectoderm	hpfS10	msx1	4	-0.151621712973374	S10:ectoderm_S8:blastula	0.999511429055095	Homeobox	0.312921451946983	0.122	0.012	7.17224827031025e-24	0.110201672191557	0.122	0.052	1.3892040037979e-13
ectoderm	hpfS10	smarca5	1	-0.169066805976717	S10:ectoderm_S8:blastula	0.999511429055095	MYB	0.107563260605841	0.845	0.576	2.85187848225188e-19	0.288670297721074	0.845	0.586	2.2737286024698e-61
ectoderm	hpfS10	mbd3	1	-0.198891557247733	S10:ectoderm_S8:blastula	0.999511429055095	MBD	0.282745530881334	0.628	0.294	2.6685419466017e-53	0.111855396405169	0.628	0.39	6.78561815219413e-29
ectoderm	hpfS10	znf609	1	-0.215412977621518	S10:ectoderm_S8:blastula	0.999511429055095	Others	0.141267370540723	0.46	0.229	9.09406321545655e-28	0.232333599520796	0.46	0.207	2.75678473024015e-60
ectoderm	hpfS10	hesx1	6	-0.234839415720144	S10:ectoderm_S8:blastula	0.999511429055095	Homeobox	0.19982813619142	0.107	0.015	4.09576770754521e-18	0.168029721663589	0.107	0.022	1.0169976205104e-28
ectoderm	hpfS10	znf740	1	-0.252262950253964	S10:ectoderm_S8:blastula	0.999511429055095	zf-C2H2	0.21870999846463	0.284	0.077	4.48396316987929e-39	0.141162573293805	0.284	0.127	1.39659810050454e-33
ectoderm	hpfS10	baz2a	2	-0.273798483052259	S10:ectoderm_S8:blastula	0.999511429055095	MBD	0.0806111794565758	0.657	0.397	3.45427226644104e-19	0.255790355304668	0.657	0.378	8.05903640782679e-56
ectoderm	hpfS10	lhx9	2	-0.284925015073439	S10:ectoderm_S8:blastula	0.999511429055095	Homeobox	0.306192714631933	0.268	0.068	8.69036864061473e-40	0.0430990498757468	0.268	0.139	2.05164087544013e-19
ectoderm	hpfS10	znf644	1	-0.30486485988683	S10:ectoderm_S8:blastula	0.999511429055095	zf-C2H2	0.250742670898239	0.203	0.043	5.54638751189052e-31	0.0829182936799138	0.203	0.093	6.68082809885942e-21
ectoderm	hpfS10	MGC145685	2	-0.316893448434941	S10:ectoderm_S8:blastula	0.999511429055095	MYB	0.238712378649012	0.175	0.033	1.96690675913482e-28	0.0873240236129027	0.175	0.072	4.08689305332461e-22
ectoderm	hpfS10	sp1	2	-0.332985053122819	S10:ectoderm_S8:blastula	0.999511429055095	zf-C2H2	0.00525588024348189	0.601	0.35	2.52921112942145e-18	0.292267534910975	0.601	0.311	8.10802200371748e-66
ectoderm	hpfS10	hic2	2	-0.335978234389575	S10:ectoderm_S8:blastula	0.999511429055095	ZBTB	0.125221676659171	0.231	0.102	3.9678687393796e-15	0.180763893286732	0.231	0.081	2.18927968558164e-41
ectoderm	hpfS10	phb	2	-0.376112775024756	S10:ectoderm_S8:blastula	0.999511429055095	Others	0.178656022265043	0.551	0.283	6.30776424304826e-32	0.109773207193075	0.551	0.328	6.99458818788247e-30
ectoderm	hpfS10	sp3	1	-0.386493570724451	S10:ectoderm_S8:blastula	0.999511429055095	zf-C2H2	0.100286275945619	0.701	0.417	9.53103385179727e-26	0.175834869944345	0.701	0.443	1.81343278849934e-38
ectoderm	hpfS10	arid3a	2	-0.400832366718844	S10:ectoderm_S8:blastula	0.999511429055095	ARID	0.102998747074308	0.283	0.14	1.26947485414466e-14	0.165470221198219	0.283	0.124	8.33314316061941e-36
ectoderm	hpfS10	cdc5l	1	-0.413042730070731	S10:ectoderm_S8:blastula	0.999511429055095	MYB	0.1769383759295	0.714	0.406	2.50978211900427e-35	0.091049170306791	0.714	0.486	1.60019354028662e-20
ectoderm	hpfS10	gabpb1	1	-0.426326886859319	S10:ectoderm_S8:blastula	0.999511429055095	Others	0.17822993331898	0.21	0.066	3.5095852115289e-23	0.0825653593310497	0.21	0.102	9.02121554688009e-19
ectoderm	hpfS10	tfdp2	2	-0.438323370242888	S10:ectoderm_S8:blastula	0.999511429055095	E2F	0.116168968571885	0.309	0.141	1.61743479704677e-19	0.132804276759868	0.309	0.146	3.30532446389779e-32
ectoderm	hpfS10	tox4	3	-0.479314501962867	S10:ectoderm_S8:blastula	0.999511429055095	HMG	0.177364888377236	0.418	0.18	7.75281519162767e-34	0.0542351475958449	0.418	0.233	3.04458374419223e-26
ectoderm	hpfS10	foxk2	1	-0.495892335967599	S10:ectoderm_S8:blastula	0.999511429055095	Fork_head	0.197002769361526	0.626	0.34	3.06687817995123e-35	0.0271404789045666	0.626	0.433	6.18435875909713e-11
ectoderm	hpfS10	usf2	1	-0.510518764186715	S10:ectoderm_S8:blastula	0.999511429055095	bHLH	0.0183576476145944	0.498	0.277	2.0710764870446e-17	0.182695794070666	0.498	0.259	5.22962292507043e-44
ectoderm	hpfS10	etv1	6	-0.512472150429934	S10:ectoderm_S8:blastula	0.999511429055095	ETS	0.215635198671224	0.663	0.332	2.75053773822407e-47	0.000965463184555704	0.663	0.461	2.7335340631003e-11
ectoderm	hpfS10	ncor1	1	-0.53251975152571	S10:ectoderm_S8:blastula	0.999511429055095	MYB	0.0838105085146732	0.613	0.338	3.83267551314318e-28	0.110665495484558	0.613	0.383	1.28375972576089e-26
ectoderm	hpfS10	wdhd1	1	-0.537279612787904	S10:ectoderm_S8:blastula	0.999511429055095	HMG	0.102159783671476	0.396	0.232	1.24028189873945e-12	0.0912461095409413	0.396	0.222	4.423928137172e-26
ectoderm	hpfS10	elf2	2	-0.547538366305521	S10:ectoderm_S8:blastula	0.999511429055095	ETS	0.140774247517328	0.269	0.096	4.27242734573564e-26	0.0502466648311014	0.269	0.151	2.30979788859199e-15
ectoderm	hpfS10	hoxa9	2	-0.550134470789455	S10:ectoderm_S8:blastula	0.999511429055095	Homeobox	0.0685253533869197	0.156	0.081	2.00509699034867e-05	0.114981685326592	0.156	0.047	4.02504252885358e-31
ectoderm	hpfS10	rest	1	-0.57465346411941	S10:ectoderm_S8:blastula	0.999511429055095	zf-C2H2	0.0706263032058144	0.382	0.203	1.79932931147582e-16	0.0995819266977009	0.382	0.199	2.8081149437346e-29
ectoderm	hpfS10	hif1a	1	-0.586587902075085	S10:ectoderm_S8:blastula	0.999511429055095	bHLH	0.0998193822759915	0.505	0.261	5.79631743751521e-27	0.0662891381538352	0.505	0.306	1.66103966629209e-21
ectoderm	hpfS10	litaf	1	-0.619118303484248	S10:ectoderm_S8:blastula	0.999511429055095	zf-LITAF-like	0.0991355608896148	0.391	0.187	8.6638274522011e-24	0.0490364034670295	0.391	0.226	5.97897267777844e-20
ectoderm	hpfS10	mta2	1	-0.622365636353328	S10:ectoderm_S8:blastula	0.999511429055095	zf-GATA	0.00235075825259812	0.487	0.263	2.10564407250934e-19	0.135882239759297	0.487	0.27	8.57749727799819e-35
ectoderm	hpfS10	znf628	1	-0.625200837866924	S10:ectoderm_S8:blastula	0.999511429055095	zf-C2H2	0.0761452149028471	0.181	0.074	1.93037736511469e-12	0.066746786818054	0.181	0.082	1.49464997765252e-18
ectoderm	hpfS10	rxrg	1	-0.627677362336155	S10:ectoderm_S8:blastula	0.999511429055095	RXR-like	0.0637633279002491	0.156	0.067	3.3113810895041e-09	0.0767243727085555	0.156	0.066	1.46425515010876e-18
ectoderm	hpfS10	lin28b	1	-0.630035614685909	S10:ectoderm_S8:blastula	0.999511429055095	CSD	0.115993138525611	0.294	0.129	1.09092637298081e-20	0.0275988592093848	0.294	0.17	1.08394952487088e-14
ectoderm	hpfS10	sall2	7	-0.641118875258779	S10:ectoderm_S8:blastula	0.999511429055095	zf-C2H2	0.101638146686906	0.109	0.028	2.77848838230931e-12	0.0346529897312544	0.109	0.05	8.84292541598233e-10
ectoderm	hpfS10	arid1a	1	-0.648542432336964	S10:ectoderm_S8:blastula	0.999511429055095	ARID	0.0872455493157221	0.124	0.042	1.9018749780672e-10	0.0437529569494606	0.124	0.058	5.49603041444139e-11
ectoderm	hpfS10	lyar	1	-0.650006196439466	S10:ectoderm_S8:blastula	0.999511429055095	Others	0.0289661715759779	0.537	0.302	4.96751831690916e-19	0.0963177481244299	0.537	0.327	2.83010153637921e-23
ectoderm	hpfS10	tfcp2	2	-0.651218321368615	S10:ectoderm_S8:blastula	0.999511429055095	CP2	0.0109948036336314	0.329	0.172	2.46858668014071e-14	0.112108819154523	0.329	0.163	1.88873377947223e-30
ectoderm	hpfS10	nr4a1	1	-0.664650307963485	S10:ectoderm_S8:blastula	0.999511429055095	NGFIB-like	0.109818352687975	0.116	0.026	9.13142677987145e-15	0.0142289283021137	0.116	0.059	1.64418391270524e-07
ectoderm	hpfS10	bclaf1	1	-0.666256735845169	S10:ectoderm_S8:blastula	0.999511429055095	Others	0.0557608466764904	0.325	0.166	6.41751816365538e-15	0.0628491352868386	0.325	0.167	5.61569014391347e-25
ectoderm	hpfS10	zbtb43	1	-0.667589538161822	S10:ectoderm_S8:blastula	0.999511429055095	ZBTB	0.117806788165588	0.155	0.057	2.86986960023256e-12	0.00529810373127293	0.155	0.082	3.33179277610679e-09
ectoderm	hpfS10	pbx1	1	-0.671953581686899	S10:ectoderm_S8:blastula	0.999511429055095	Homeobox	0.0693807034838729	0.16	0.072	3.03202328735011e-08	0.0472457363511168	0.16	0.079	8.44595719464637e-13
ectoderm	hpfS10	adnp2	1	-0.677097013123192	S10:ectoderm_S8:blastula	0.999511429055095	Others	0.091710651776717	0.358	0.166	3.01766479105599e-22	0.0239702397119061	0.358	0.215	2.38480095573803e-15
ectoderm	hpfS10	foxp4	2	-0.687059466101482	S10:ectoderm_S8:blastula	0.999511429055095	Fork_head	0.0994804077381161	0.118	0.034	5.60254022518352e-12	0.011379656757467	0.118	0.063	1.1904725225517e-06
ectoderm	hpfS10	zxdc	1	-0.689478429140353	S10:ectoderm_S8:blastula	0.999511429055095	zf-C2H2	0.0729155215820359	0.106	0.049	0.000326510248968073	0.0343769472390707	0.106	0.058	2.68893618519083e-05
ectoderm	hpfS10	shox	2	-0.714399901968217	S10:ectoderm_S8:blastula	0.999511429055095	Homeobox	0.0895173466592066	0.111	0.03	1.54724895920089e-11	0.00547681980853679	0.111	0.059	5.81388504170632e-06
ectoderm	hpfS10	nkx2-5	2	-0.7162996491898	S10:ectoderm_S8:blastula	0.999511429055095	Homeobox	0.0775431374338937	0.112	0.04	3.12459569586033e-08	0.0153980760897038	0.112	0.057	2.06977328512445e-07
ectoderm	hpfS10	irf8	1	-0.727021984625117	S10:ectoderm_S8:blastula	0.999511429055095	IRF	0.0740620990375812	0.119	0.049	1.23319765555249e-06	0.012692760822326	0.119	0.061	2.6119225718758e-07
ectoderm	hpfS10	klf10	2	-0.739663270253912	S10:ectoderm_S8:blastula	0.999511429055095	zf-C2H2	0.0301155101795759	0.142	0.082	0.0103957612105854	0.0459890672430317	0.142	0.063	3.76667783800091e-14
ectoderm	hpfS10	myb	4	-0.755804704272487	S10:ectoderm_S8:blastula	0.999511429055095	MYB	0.00958964451739275	0.123	0.049	2.43979794622259e-07	0.0559141611388973	0.123	0.057	3.88984012731518e-11
ectoderm	hpfS10	dnajc2	1	-0.757649271945952	S10:ectoderm_S8:blastula	0.999511429055095	MYB	0.0316083128241138	0.319	0.145	2.64265181798598e-20	0.0347367982029382	0.319	0.18	2.18863428351034e-17
ectoderm	hpfS10	jarid2	1	-0.76965341673634	S10:ectoderm_S8:blastula	0.999511429055095	ARID	0.0196663993663604	0.145	0.075	0.000183524577064179	0.0390750298047591	0.145	0.074	5.96069765410981e-10
ectoderm	hpfS10	tada2b	1	-0.772102800471276	S10:ectoderm_S8:blastula	0.999511429055095	MYB	0.00855163324756419	0.135	0.058	2.71736171286429e-07	0.047907167656369	0.135	0.06	1.76812009394271e-13
ectoderm	hpfS10	zfhx4	3	-0.773158086153797	S10:ectoderm_S8:blastula	0.999511429055095	Homeobox	0.0412722516158843	0.128	0.061	4.36638681243737e-05	0.017363298888183	0.128	0.07	8.33634597284205e-07
ectoderm	hpfS10	zeb1	7	-0.797004899859956	S10:ectoderm_S8:blastula	0.999511429055095	zf-C2H2	0.0176736282512439	0.128	0.068	0.00281148379205287	0.0258673355093529	0.128	0.06	4.56397205707976e-11
ectoderm	hpfS10	klf7	1	-0.802440586977821	S10:ectoderm_S8:blastula	0.999511429055095	zf-C2H2	0.0315514004065313	0.147	0.081	0.00127643952276172	0.0101712855515704	0.147	0.073	8.23550663213541e-11
ectoderm	hpfS10	patz1	1	-0.80309079599892	S10:ectoderm_S8:blastula	0.999511429055095	ZBTB	0.0326670802739867	0.178	0.083	7.38400173402188e-09	0.00879224316774374	0.178	0.09	3.92298077519104e-13
marginal zone	hpfS10	myf5	2	1.74677023864151	S10:marginal zone_S8:blastula	0.953867616264938	bHLH	1.55954553123487	0.352	0.02	6.46225389606248e-95	1.5387593477595	0.352	0.044	1.76865620721529e-231
marginal zone	hpfS10	foxc1	3	1.55049498252796	S10:marginal zone_S8:blastula	0.953867616264938	Fork_head	1.5868759583442	0.419	0.005	4.47213599924857e-131	1.32025213441916	0.419	0.063	2.66428010266841e-254
marginal zone	hpfS10	vegt	4	1.49421059245416	S10:marginal zone_S8:blastula	0.953867616264938	T-box	1.11630555487641	0.875	0.435	2.17366987595581e-177	1.76444474765795	0.875	0.313	0
marginal zone	hpfS10	foxc2	3	1.21065869557684	S10:marginal zone_S8:blastula	0.953867616264938	Fork_head	1.46005594807333	0.359	0.017	9.40697100819495e-100	1.12641731623518	0.359	0.083	1.55466038592579e-160
marginal zone	hpfS10	mespb	3	0.808746162072583	S10:marginal zone_S8:blastula	0.953867616264938	bHLH	1.12119520808931	0.285	0.039	2.17672975043132e-59	1.09728065888733	0.285	0.042	4.99206369786778e-161
marginal zone	hpfS10	zic3	5	0.746008310449341	S10:marginal zone_S8:blastula	0.953867616264938	zf-C2H2	1.50561322449835	0.831	0.354	6.84538562084431e-200	0.629417658397486	0.831	0.762	9.12784461669844e-91
marginal zone	hpfS10	msgn1	2	0.583942300119985	S10:marginal zone_S8:blastula	0.953867616264938	bHLH	1.0112012890515	0.208	0.009	2.26469347545804e-51	0.99671129236181	0.208	0.02	4.47503652999704e-138
marginal zone	hpfS10	sall1	6	0.554061306332051	S10:marginal zone_S8:blastula	0.953867616264938	zf-C2H2	1.30019667852095	0.775	0.314	2.84728751306834e-183	0.661675773858455	0.775	0.685	1.58872590731953e-122
